employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
74728,Sales & Marketing,region_11,Bachelor's,m,other,4,33,1.0,4,0,51,0
15976,HR,region_2,Below Secondary,m,other,1,22,,1,0,44,0
1259,Analytics,region_29,Bachelor's,f,sourcing,1,27,4.0,5,0,77,0
10488,Operations,region_22,Bachelor's,m,other,4,34,5.0,2,0,57,0
35391,Analytics,region_7,Bachelor's,m,other,3,31,4.0,4,0,83,0
21922,HR,region_17,Bachelor's,m,other,1,27,,1,0,49,0
41510,Procurement,region_2,Bachelor's,f,other,2,47,5.0,5,0,72,0
70769,Operations,region_2,Bachelor's,m,sourcing,1,54,1.0,23,0,60,0
50788,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,5.0,24,0,46,0
6982,Procurement,region_2,Master's & above,m,other,1,38,2.0,11,0,70,0
62687,Sales & Marketing,region_2,Bachelor's,f,other,1,25,,1,0,46,0
58831,HR,region_2,Master's & above,m,other,1,49,3.0,6,0,50,0
15871,Operations,region_26,Bachelor's,m,sourcing,1,34,3.0,10,0,55,0
29498,HR,region_2,Bachelor's,m,other,1,27,4.0,4,0,51,0
59851,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,25,5.0,2,0,49,0
25031,R&D,region_2,Master's & above,m,sourcing,2,41,3.0,12,0,81,0
41963,Procurement,region_2,Bachelor's,m,other,1,43,5.0,5,0,70,0
66590,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,25,,1,0,45,0
55252,Sales & Marketing,region_6,Bachelor's,m,other,1,35,2.0,8,0,47,0
27013,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,1.0,8,0,45,0
63322,Procurement,region_34,Bachelor's,m,other,2,27,1.0,2,0,70,0
21694,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,25,3.0,2,0,50,0
33005,Sales & Marketing,region_2,Bachelor's,m,other,1,25,2.0,4,0,49,0
66239,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,3.0,2,0,47,0
36392,Sales & Marketing,region_10,Bachelor's,m,other,1,36,3.0,4,0,48,0
16646,Procurement,region_27,Bachelor's,f,other,1,31,5.0,1,0,67,0
6268,Operations,region_2,Below Secondary,m,sourcing,1,21,,1,0,62,0
33314,Sales & Marketing,region_2,Bachelor's,f,other,2,35,3.0,5,0,48,0
328,Sales & Marketing,region_7,,m,other,1,27,5.0,2,0,51,0
28960,Operations,region_22,Bachelor's,f,sourcing,2,33,4.0,7,0,59,0
52278,Technology,region_22,Bachelor's,m,other,1,38,3.0,2,0,76,0
27220,Operations,region_23,Master's & above,f,other,1,37,3.0,3,0,62,0
78019,Legal,region_22,Bachelor's,m,referred,1,31,5.0,3,0,58,0
52446,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,25,2.0,4,0,53,0
23263,Operations,region_22,Bachelor's,f,sourcing,1,40,4.0,5,0,56,0
14458,Sales & Marketing,region_31,Master's & above,f,sourcing,1,43,3.0,6,0,51,0
31068,Operations,region_26,Bachelor's,f,other,1,31,4.0,4,1,58,0
64233,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,43,3.0,16,0,48,0
70762,Analytics,region_23,Master's & above,m,sourcing,1,34,3.0,2,0,88,0
38868,Sales & Marketing,region_2,Bachelor's,m,other,1,53,4.0,4,0,50,0
50552,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,1.0,9,0,49,0
61152,Technology,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,81,0
34189,Analytics,region_28,Master's & above,m,sourcing,3,38,3.0,3,0,84,0
71742,Operations,region_25,Bachelor's,m,sourcing,2,31,5.0,4,0,55,0
67717,Sales & Marketing,region_16,Bachelor's,f,other,1,30,3.0,2,0,51,0
37204,Procurement,region_7,Bachelor's,m,other,1,32,5.0,7,0,70,1
64875,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,1.0,8,0,53,0
20347,Operations,region_22,Bachelor's,m,sourcing,1,28,5.0,3,0,60,0
13291,Sales & Marketing,region_31,Bachelor's,m,other,1,35,1.0,2,0,50,0
2313,Analytics,region_4,Master's & above,m,sourcing,1,36,3.0,5,0,87,0
59328,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,31,4.0,6,0,66,1
18102,Finance,region_25,Bachelor's,m,other,1,30,5.0,8,0,64,0
65304,Analytics,region_4,Master's & above,m,other,1,46,4.0,16,0,82,0
8005,R&D,region_13,Master's & above,m,other,1,32,4.0,6,0,86,0
24268,Procurement,region_22,Bachelor's,m,referred,1,32,3.0,4,0,72,0
41041,Operations,region_15,Master's & above,f,other,1,48,3.0,18,0,56,0
27785,Procurement,region_21,Bachelor's,m,sourcing,1,32,5.0,7,0,74,0
21315,Operations,region_2,Bachelor's,f,other,1,33,3.0,8,0,57,0
35081,Procurement,region_22,Master's & above,m,sourcing,1,44,3.0,10,0,72,0
68537,Sales & Marketing,region_2,Bachelor's,f,other,1,54,3.0,6,0,51,0
27111,Operations,region_22,Bachelor's,f,other,2,37,5.0,7,0,55,1
36390,Analytics,region_20,Master's & above,m,sourcing,2,38,5.0,5,0,86,1
8789,Technology,region_26,Master's & above,f,other,1,40,4.0,11,0,79,0
42811,Procurement,region_27,Bachelor's,f,sourcing,1,37,3.0,8,0,67,0
72670,Procurement,region_15,Master's & above,m,sourcing,1,32,5.0,6,0,68,0
17567,Finance,region_28,Bachelor's,m,sourcing,4,27,4.0,2,0,59,0
39243,Analytics,region_14,Bachelor's,m,sourcing,1,36,4.0,3,0,84,0
48572,Sales & Marketing,region_2,Master's & above,f,other,1,33,4.0,4,0,52,0
20470,R&D,region_7,Bachelor's,f,sourcing,1,29,3.0,5,0,86,0
46978,Technology,region_2,Bachelor's,m,referred,1,41,3.0,15,0,86,0
17353,Finance,region_2,Bachelor's,m,sourcing,1,27,5.0,2,0,61,0
14303,Operations,region_26,Bachelor's,m,other,1,28,5.0,4,0,57,0
27113,HR,region_22,Bachelor's,m,sourcing,2,29,3.0,6,0,46,0
5445,Sales & Marketing,region_7,,m,other,1,28,5.0,4,0,48,0
18941,Legal,region_2,Bachelor's,m,other,1,46,4.0,15,0,58,0
58062,Finance,region_2,Master's & above,f,other,1,43,4.0,15,0,63,0
4220,Sales & Marketing,region_1,Master's & above,m,sourcing,1,42,5.0,9,0,47,0
39605,Sales & Marketing,region_9,Bachelor's,m,other,3,26,3.0,3,0,48,0
31010,Analytics,region_2,Bachelor's,m,other,1,29,3.0,5,0,86,0
26431,Operations,region_15,Master's & above,f,sourcing,1,53,3.0,20,0,59,0
67733,Operations,region_22,Master's & above,m,other,1,36,1.0,9,0,58,0
78248,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,27,4.0,3,0,49,0
41698,Operations,region_7,Bachelor's,m,sourcing,2,33,3.0,7,0,59,0
37262,Operations,region_7,Master's & above,f,other,1,40,3.0,4,0,60,0
14783,R&D,region_7,Bachelor's,m,other,2,32,5.0,4,0,89,0
42380,Operations,region_22,Bachelor's,m,other,1,37,4.0,4,0,61,0
5556,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,33,3.0,6,0,52,0
10673,Analytics,region_7,Master's & above,m,other,1,46,5.0,14,0,82,0
4649,Procurement,region_30,Bachelor's,f,sourcing,1,28,4.0,8,0,66,0
65048,Technology,region_17,Bachelor's,f,sourcing,1,30,5.0,6,0,80,1
24218,Sales & Marketing,region_15,Bachelor's,m,other,1,28,,1,0,51,0
59315,Operations,region_31,Bachelor's,m,other,1,28,4.0,3,0,59,0
63825,Technology,region_2,Master's & above,f,referred,1,60,4.0,9,0,82,0
51160,R&D,region_7,Bachelor's,m,other,1,35,3.0,9,0,90,0
53573,Operations,region_2,Bachelor's,m,other,1,54,2.0,27,0,61,0
64901,R&D,region_26,Master's & above,m,other,2,34,3.0,3,0,83,0
19607,Operations,region_30,Bachelor's,f,other,1,32,5.0,6,0,70,1
40310,Procurement,region_7,Master's & above,f,sourcing,1,55,5.0,4,0,69,0
61050,Technology,region_16,Bachelor's,m,sourcing,1,36,4.0,9,0,79,0
64367,Technology,region_26,Bachelor's,m,other,3,27,,1,0,79,0
44081,Procurement,region_13,Bachelor's,f,other,1,30,3.0,4,0,67,0
71035,Operations,region_20,Bachelor's,m,sourcing,1,32,4.0,8,0,60,0
61005,Sales & Marketing,region_20,Master's & above,m,sourcing,1,38,4.0,7,0,51,0
44907,Legal,region_2,Master's & above,m,other,1,41,3.0,3,0,60,0
50605,Procurement,region_2,Below Secondary,m,other,2,22,3.0,2,0,72,0
69606,Technology,region_22,Bachelor's,m,sourcing,2,24,3.0,2,0,87,0
74259,Legal,region_7,Bachelor's,m,sourcing,1,30,3.0,3,0,56,0
53630,Sales & Marketing,region_23,Master's & above,f,sourcing,1,34,4.0,5,1,94,1
56054,Operations,region_2,Master's & above,m,other,1,48,5.0,7,0,69,1
31596,Technology,region_1,Master's & above,m,sourcing,1,34,3.0,7,0,76,0
46314,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,27,1.0,6,0,50,0
73310,Procurement,region_2,Master's & above,m,sourcing,1,53,3.0,3,0,72,0
9325,Operations,region_30,Bachelor's,f,other,1,37,4.0,5,0,60,0
3030,Technology,region_14,Bachelor's,m,sourcing,1,48,3.0,17,0,78,0
16096,R&D,region_11,Bachelor's,m,other,3,31,,1,0,84,0
71920,Sales & Marketing,region_15,Master's & above,m,other,1,34,3.0,2,0,53,0
57988,Operations,region_10,Master's & above,m,sourcing,1,36,4.0,7,0,59,0
58601,Sales & Marketing,region_7,Bachelor's,m,other,1,25,2.0,4,0,43,0
44352,Operations,region_22,Bachelor's,f,sourcing,1,31,3.0,6,0,64,0
77407,Operations,region_15,Master's & above,f,other,1,39,3.0,10,0,58,0
62788,Technology,region_26,Bachelor's,f,sourcing,1,30,4.0,2,0,76,0
43950,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,38,5.0,9,0,48,0
52415,Sales & Marketing,region_2,Bachelor's,f,other,1,44,4.0,13,0,51,0
33763,Procurement,region_17,Bachelor's,m,sourcing,1,28,3.0,5,0,67,0
2526,Procurement,region_31,Bachelor's,m,other,4,27,,1,0,72,0
58121,Operations,region_2,Bachelor's,m,sourcing,1,57,2.0,6,0,60,0
54054,Technology,region_2,Master's & above,m,sourcing,1,40,3.0,3,0,79,0
57973,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5.0,7,0,48,1
20565,Operations,region_3,Master's & above,f,other,1,38,5.0,3,0,60,0
64248,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,28,,1,0,49,0
49253,Operations,region_7,Bachelor's,m,other,1,33,5.0,7,0,59,0
67873,Sales & Marketing,region_7,,f,other,1,26,3.0,2,0,50,0
32953,Operations,region_7,,m,other,1,35,3.0,2,0,61,0
35539,Sales & Marketing,region_28,Bachelor's,f,other,1,30,2.0,4,0,51,0
19597,Sales & Marketing,region_27,Bachelor's,f,other,1,32,4.0,5,0,50,0
6861,Technology,region_2,Master's & above,m,other,1,32,1.0,7,0,74,0
59298,Analytics,region_30,Bachelor's,m,other,1,31,5.0,3,0,85,0
17804,Procurement,region_26,Bachelor's,f,other,1,31,5.0,4,0,69,1
63764,HR,region_2,Master's & above,f,other,1,38,5.0,7,0,42,0
42884,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,40,3.0,4,0,50,0
55013,Technology,region_5,Bachelor's,f,other,2,37,3.0,10,0,83,0
77663,Sales & Marketing,region_16,Bachelor's,m,other,1,34,1.0,2,0,49,0
54611,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,44,2.0,15,0,46,0
64466,Analytics,region_31,Bachelor's,m,sourcing,1,33,3.0,6,0,86,0
50767,Technology,region_22,Bachelor's,f,referred,1,26,4.0,4,0,81,0
62959,Operations,region_1,Master's & above,m,sourcing,1,38,5.0,10,0,57,0
55782,Operations,region_8,,m,sourcing,1,27,3.0,2,0,58,0
46593,Sales & Marketing,region_1,,m,sourcing,1,27,3.0,3,0,50,0
8223,Operations,region_7,Bachelor's,m,other,1,32,3.0,3,0,65,0
43971,Sales & Marketing,region_11,Bachelor's,m,other,1,32,3.0,2,1,53,0
27115,Technology,region_7,Bachelor's,m,sourcing,2,29,1.0,2,0,82,0
75875,Sales & Marketing,region_13,Bachelor's,m,other,1,43,1.0,11,0,47,0
12371,Sales & Marketing,region_32,Bachelor's,m,other,1,28,,1,0,47,0
22457,Sales & Marketing,region_11,Master's & above,m,sourcing,1,38,5.0,7,0,49,0
59259,Technology,region_30,Bachelor's,f,sourcing,1,26,,1,0,78,0
35231,Procurement,region_2,Bachelor's,m,sourcing,1,32,,1,0,68,0
50972,Finance,region_2,Bachelor's,m,sourcing,1,38,5.0,4,0,61,0
72750,HR,region_24,Bachelor's,f,sourcing,1,28,1.0,6,0,49,0
29458,Operations,region_19,Bachelor's,f,other,1,35,3.0,2,0,63,0
31372,Operations,region_10,Master's & above,m,sourcing,1,37,3.0,4,0,56,0
2751,Sales & Marketing,region_4,Master's & above,m,sourcing,1,33,5.0,8,0,48,0
64346,Sales & Marketing,region_2,,m,other,1,41,1.0,7,0,51,0
71292,Operations,region_14,Bachelor's,f,other,1,36,4.0,4,0,58,0
31456,Technology,region_2,Master's & above,m,sourcing,1,57,3.0,11,0,80,0
66872,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,39,4.0,7,0,50,0
12047,Finance,region_2,Bachelor's,m,other,1,25,,1,0,52,0
68842,Operations,region_4,Master's & above,f,other,1,39,5.0,10,0,58,1
14621,Sales & Marketing,region_30,Bachelor's,m,other,1,31,4.0,6,0,47,0
21191,Operations,region_8,Master's & above,m,other,1,45,4.0,18,0,62,0
48202,Analytics,region_11,Bachelor's,m,sourcing,1,33,5.0,8,0,85,0
15997,Technology,region_33,Bachelor's,m,sourcing,1,30,5.0,5,0,78,0
72539,HR,region_28,Master's & above,m,other,1,33,4.0,10,0,47,0
70756,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,34,3.0,9,0,52,0
69892,Sales & Marketing,region_22,,f,other,1,27,,1,0,45,0
77235,Operations,region_2,Bachelor's,f,other,1,31,1.0,5,0,62,0
1204,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,24,5.0,2,0,48,0
68443,Sales & Marketing,region_25,Bachelor's,m,other,1,25,3.0,2,0,50,0
41083,Technology,region_2,Bachelor's,m,referred,1,33,3.0,3,0,84,0
53815,Procurement,region_2,Bachelor's,m,other,6,40,3.0,2,0,69,0
33859,Sales & Marketing,region_13,Bachelor's,f,other,1,23,,1,0,53,0
71088,Finance,region_20,Bachelor's,f,sourcing,2,27,,1,1,74,1
3999,Technology,region_31,,f,sourcing,1,27,1.0,4,0,74,0
11468,Finance,region_2,Below Secondary,m,other,1,23,1.0,2,0,61,0
62475,HR,region_11,Bachelor's,f,other,1,34,5.0,7,0,46,0
36002,Operations,region_29,Bachelor's,m,sourcing,1,31,5.0,7,0,61,0
40498,Procurement,region_15,Bachelor's,f,sourcing,1,40,5.0,7,0,71,0
30015,Analytics,region_22,Bachelor's,f,other,1,24,3.0,3,0,83,0
49992,Technology,region_4,Bachelor's,m,other,1,29,3.0,3,0,95,1
2531,Operations,region_26,Bachelor's,f,other,1,31,4.0,5,0,64,0
5020,Procurement,region_22,Bachelor's,f,other,1,32,5.0,6,0,73,0
11348,Sales & Marketing,region_4,Master's & above,m,sourcing,1,42,2.0,13,0,53,0
20534,Operations,region_29,Master's & above,m,other,1,44,5.0,7,0,63,0
27289,Technology,region_2,Master's & above,f,other,1,56,3.0,7,0,77,0
12641,Analytics,region_26,Bachelor's,f,other,2,29,3.0,5,0,85,0
12402,Technology,region_22,Bachelor's,m,sourcing,1,27,4.0,5,0,82,0
67201,Technology,region_11,Bachelor's,m,other,1,31,3.0,4,0,78,0
69978,Operations,region_22,Bachelor's,m,other,1,43,1.0,2,0,59,0
45216,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,2.0,4,0,53,0
66802,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,0,78,0
35340,Operations,region_15,Master's & above,m,other,1,35,5.0,9,0,56,0
9910,Analytics,region_27,Bachelor's,m,sourcing,1,37,4.0,4,0,89,0
35436,Procurement,region_24,Master's & above,m,sourcing,2,32,2.0,5,0,72,0
13587,Procurement,region_6,Bachelor's,m,sourcing,1,29,3.0,7,0,69,0
43013,Technology,region_11,Bachelor's,f,other,1,28,,1,0,82,0
19112,HR,region_2,Bachelor's,m,other,2,29,,1,0,47,0
34909,Procurement,region_2,Bachelor's,f,other,1,34,4.0,9,0,71,0
74116,Sales & Marketing,region_26,,m,other,1,25,5.0,3,0,50,0
4546,Sales & Marketing,region_2,Master's & above,m,other,2,41,3.0,4,0,46,0
65986,Operations,region_2,Bachelor's,f,other,1,39,4.0,8,0,61,0
25191,Finance,region_11,Bachelor's,m,sourcing,1,28,5.0,6,0,59,0
26352,Sales & Marketing,region_2,Bachelor's,m,other,1,54,5.0,22,0,46,0
51690,Procurement,region_15,Master's & above,m,sourcing,1,58,3.0,16,0,68,0
1437,Operations,region_3,Master's & above,m,sourcing,1,33,4.0,6,0,62,0
38518,Technology,region_24,Master's & above,f,sourcing,2,38,5.0,9,0,77,0
51125,Analytics,region_32,Bachelor's,m,sourcing,2,29,5.0,4,0,90,0
71922,Sales & Marketing,region_1,Master's & above,m,sourcing,1,32,3.0,7,0,49,0
49759,Analytics,region_26,Bachelor's,m,sourcing,3,28,3.0,6,0,81,0
64225,Sales & Marketing,region_19,Bachelor's,m,other,2,37,1.0,5,0,50,0
41197,Analytics,region_22,,m,other,1,30,1.0,4,0,86,0
32635,HR,region_5,Bachelor's,m,sourcing,1,36,5.0,7,0,55,1
41096,Operations,region_2,Master's & above,f,sourcing,1,51,4.0,4,0,59,0
67897,Sales & Marketing,region_28,Bachelor's,m,other,1,35,4.0,7,0,50,0
61170,Operations,region_15,Bachelor's,m,other,1,33,2.0,9,0,57,0
29249,Technology,region_2,Master's & above,f,referred,1,36,4.0,3,0,80,0
34443,Sales & Marketing,region_2,,f,other,1,34,3.0,8,0,51,0
18324,Finance,region_29,Bachelor's,m,other,1,26,3.0,2,0,61,0
46249,Sales & Marketing,region_28,Bachelor's,m,other,1,41,3.0,9,0,49,0
43565,Operations,region_13,Master's & above,m,other,1,40,4.0,5,0,57,0
33568,Technology,region_8,Bachelor's,f,sourcing,1,27,3.0,3,0,81,0
64764,Technology,region_2,Bachelor's,m,sourcing,1,26,,1,1,81,1
52142,Procurement,region_10,Master's & above,f,other,1,32,1.0,4,0,68,0
4997,Operations,region_10,Master's & above,f,other,1,35,5.0,7,0,62,0
46014,Sales & Marketing,region_2,,m,other,1,26,2.0,2,0,54,0
2567,Technology,region_2,Master's & above,m,sourcing,1,40,4.0,8,0,76,0
28352,Operations,region_2,Master's & above,f,other,1,39,5.0,10,0,59,0
30166,Legal,region_15,Bachelor's,m,other,2,31,5.0,4,0,63,0
37046,Operations,region_17,Master's & above,f,sourcing,1,33,4.0,3,0,58,0
12945,Sales & Marketing,region_2,,f,other,1,46,1.0,10,0,49,0
31763,Sales & Marketing,region_22,Bachelor's,f,other,2,33,3.0,7,0,50,0
19775,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,27,2.0,5,0,52,0
19181,Sales & Marketing,region_9,,m,sourcing,1,28,3.0,3,0,52,0
69523,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,27,5.0,1,0,50,0
1889,Sales & Marketing,region_29,Bachelor's,m,other,2,35,3.0,8,0,50,0
59206,Analytics,region_22,Bachelor's,m,referred,1,27,,1,0,86,0
4171,Technology,region_22,Bachelor's,m,sourcing,1,32,3.0,6,0,81,0
28817,Sales & Marketing,region_7,Master's & above,f,other,1,35,1.0,5,0,53,0
12246,Procurement,region_17,Bachelor's,f,sourcing,1,50,5.0,23,0,74,0
16360,Procurement,region_22,Master's & above,f,other,1,31,5.0,5,0,81,1
77313,Sales & Marketing,region_11,Master's & above,m,sourcing,1,37,3.0,7,0,51,0
77410,Sales & Marketing,region_7,Master's & above,m,other,1,40,5.0,9,0,48,0
66953,Technology,region_6,Below Secondary,m,other,1,24,3.0,2,0,82,0
74832,Sales & Marketing,region_2,Master's & above,m,other,1,44,5.0,6,0,53,0
77145,Sales & Marketing,region_19,Bachelor's,m,other,1,27,1.0,4,0,50,0
27144,Sales & Marketing,region_13,,m,other,1,31,2.0,6,0,50,0
44038,Technology,region_26,Bachelor's,m,sourcing,1,29,4.0,7,0,85,0
68990,Technology,region_19,Bachelor's,m,other,2,45,1.0,14,0,82,0
37775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,3.0,18,0,48,0
24606,Analytics,region_31,,m,other,1,29,,1,0,84,0
62136,Analytics,region_4,Master's & above,m,other,1,36,5.0,10,0,89,1
67997,Operations,region_26,Bachelor's,f,sourcing,1,40,4.0,7,0,64,0
16722,Sales & Marketing,region_10,Master's & above,m,sourcing,3,36,3.0,3,0,48,0
14500,Operations,region_7,Bachelor's,m,other,1,29,4.0,7,0,60,0
36511,Operations,region_7,Bachelor's,f,sourcing,1,42,5.0,11,0,69,1
63343,Operations,region_15,Bachelor's,f,other,1,33,4.0,2,0,59,0
38013,Analytics,region_22,Bachelor's,f,other,1,33,2.0,4,0,87,0
73192,Finance,region_15,Bachelor's,m,other,1,28,,1,0,60,1
41445,Sales & Marketing,region_2,Master's & above,f,sourcing,4,33,3.0,5,0,51,0
32380,Analytics,region_5,Master's & above,m,sourcing,1,34,3.0,6,0,85,0
68892,Operations,region_2,Master's & above,m,other,1,41,4.0,12,0,58,0
75873,Finance,region_2,Bachelor's,m,other,3,30,4.0,3,0,63,0
61508,Sales & Marketing,region_2,Bachelor's,f,other,1,29,2.0,5,0,52,0
66712,Analytics,region_15,Bachelor's,m,other,1,28,1.0,4,0,87,0
44649,Technology,region_2,Master's & above,m,sourcing,1,57,4.0,7,0,78,0
38535,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,4.0,8,0,55,0
66018,Technology,region_2,Master's & above,f,other,1,42,3.0,12,0,75,0
77512,Sales & Marketing,region_24,Bachelor's,m,sourcing,4,35,3.0,8,0,53,0
27337,Operations,region_22,Bachelor's,f,sourcing,1,37,1.0,7,1,90,1
45518,Operations,region_19,Bachelor's,m,other,1,35,4.0,3,0,58,0
18650,Procurement,region_26,Bachelor's,f,other,1,29,,1,0,69,0
30947,Operations,region_2,Master's & above,m,sourcing,2,41,4.0,8,0,62,0
25161,Analytics,region_2,,m,sourcing,1,34,5.0,7,0,86,0
8031,Technology,region_17,Master's & above,m,sourcing,1,42,3.0,12,0,80,1
48928,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,4.0,7,0,49,0
58639,Operations,region_22,Bachelor's,m,sourcing,1,47,3.0,16,0,60,0
23459,Technology,region_7,Master's & above,m,other,1,59,3.0,18,0,76,0
20394,Operations,region_24,Bachelor's,m,sourcing,1,34,2.0,10,0,57,0
16599,Procurement,region_2,Master's & above,f,other,1,47,5.0,15,0,66,0
62270,Finance,region_7,Bachelor's,m,other,1,32,4.0,4,0,57,0
54427,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,27,4.0,2,0,47,0
38997,Sales & Marketing,region_22,Bachelor's,m,other,1,28,,1,0,55,0
38916,Operations,region_7,Bachelor's,f,sourcing,1,43,2.0,17,0,57,0
40004,Operations,region_22,Bachelor's,m,other,1,31,3.0,7,0,64,0
9734,Sales & Marketing,region_21,Master's & above,m,other,1,35,5.0,3,0,47,0
4980,Operations,region_16,Bachelor's,f,other,1,34,3.0,9,0,58,0
53502,Finance,region_7,Bachelor's,m,sourcing,2,29,1.0,4,0,61,0
74267,Procurement,region_7,Bachelor's,f,other,1,37,3.0,8,0,70,0
20557,Operations,region_4,Bachelor's,f,other,2,36,3.0,7,0,54,0
35198,Operations,region_22,Master's & above,m,other,1,51,4.0,13,0,60,0
62260,Operations,region_15,Bachelor's,m,other,1,41,5.0,6,0,61,0
71360,Technology,region_25,Bachelor's,m,other,1,28,3.0,2,0,78,0
14926,Technology,region_2,Bachelor's,m,referred,1,33,4.0,9,0,76,0
15948,R&D,region_11,Master's & above,m,other,3,29,,1,0,81,0
31368,Operations,region_16,Bachelor's,m,other,2,30,4.0,3,0,59,0
28235,Analytics,region_10,Master's & above,m,other,1,35,5.0,3,0,85,0
48312,Operations,region_19,Bachelor's,m,other,1,43,4.0,15,0,64,0
20059,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,37,2.0,7,0,50,0
44058,Sales & Marketing,region_22,Master's & above,m,sourcing,1,36,3.0,10,0,48,0
28151,Sales & Marketing,region_21,Bachelor's,m,other,2,26,1.0,2,0,45,0
38254,Sales & Marketing,region_23,Master's & above,m,other,1,46,5.0,17,0,49,0
20028,Sales & Marketing,region_23,Bachelor's,m,other,1,40,2.0,6,0,53,0
54033,Finance,region_2,Bachelor's,m,sourcing,1,39,1.0,10,0,62,0
9060,Sales & Marketing,region_5,Bachelor's,m,other,1,24,1.0,2,0,45,0
70106,Operations,region_7,Master's & above,f,other,1,34,5.0,7,1,64,0
77183,Sales & Marketing,region_15,Bachelor's,m,other,2,30,4.0,5,0,47,0
68911,HR,region_32,Master's & above,m,other,1,33,3.0,6,0,47,0
8555,Operations,region_2,Bachelor's,f,other,1,34,1.0,8,0,58,0
19050,Analytics,region_31,,f,other,1,27,1.0,4,0,88,0
23848,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,3.0,5,0,47,0
41242,HR,region_2,Below Secondary,f,other,1,21,,1,0,53,0
19686,Technology,region_4,Master's & above,m,other,1,42,4.0,10,0,75,0
72666,Sales & Marketing,region_31,Bachelor's,m,other,1,42,5.0,5,0,43,0
57956,Finance,region_7,Bachelor's,m,sourcing,3,25,,1,0,60,0
36481,Operations,region_4,Bachelor's,m,sourcing,1,26,4.0,2,0,55,0
41627,Operations,region_15,Master's & above,m,other,1,47,4.0,17,0,59,0
52804,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,37,5.0,5,0,55,0
12439,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,1.0,3,0,50,0
76873,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4.0,7,0,64,1
35524,Technology,region_22,Master's & above,m,other,2,56,3.0,14,0,85,0
71874,Sales & Marketing,region_2,Master's & above,m,other,1,56,3.0,16,0,51,0
27183,HR,region_2,Bachelor's,f,referred,1,30,3.0,2,0,51,0
442,Sales & Marketing,region_7,Master's & above,m,other,1,42,5.0,16,1,98,1
56391,Analytics,region_2,Bachelor's,m,other,1,34,4.0,6,0,78,0
11451,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,51,4.0,5,0,47,0
29166,Operations,region_31,Bachelor's,f,sourcing,1,35,4.0,7,0,59,0
35504,Finance,region_2,Bachelor's,f,other,2,33,1.0,7,0,58,0
67251,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,32,5.0,10,0,53,0
38799,Operations,region_7,Bachelor's,f,sourcing,1,29,4.0,5,0,67,0
42066,Operations,region_28,Bachelor's,m,sourcing,1,31,5.0,3,0,56,0
56752,Procurement,region_22,Bachelor's,f,other,1,34,3.0,3,0,66,0
55615,Sales & Marketing,region_13,Master's & above,m,sourcing,1,32,1.0,5,0,47,0
64250,Sales & Marketing,region_4,Master's & above,m,other,2,33,1.0,6,0,48,0
78291,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,3.0,3,0,50,0
55983,Analytics,region_22,Bachelor's,m,other,1,26,5.0,4,0,83,0
29087,Analytics,region_2,Bachelor's,m,sourcing,1,35,4.0,6,0,87,0
55670,Procurement,region_2,Bachelor's,m,sourcing,1,37,3.0,11,0,70,0
13814,Technology,region_27,Bachelor's,f,other,2,33,3.0,7,0,79,0
